uniprot,EnsemblGeneID,genename,Description,MitoList,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,HPA_Main_Location_2020 (Reliability),complex,CI,CII,CIII,CIV,CV,mtRibo
Q9NP85,ENSG00000116218,NPHS2,"NPHS2 stomatin family member, podocin",NonMito,,,,Other,,,,,,
0,ENSG00000183426|ENSG00000281994,NPIPA1,nuclear pore complex interacting protein family member A1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
0,ENSG00000254852,NPIPA2,nuclear pore complex interacting protein family member A2,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
F8WFD2,ENSG00000224712|ENSG00000278308,NPIPA3,nuclear pore complex interacting protein family member A3,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
E9PKD4,ENSG00000183793|ENSG00000282705,NPIPA5,nuclear pore complex interacting protein family member A5,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
0,ENSG00000214967|ENSG00000277983,NPIPA7,nuclear pore complex interacting protein family member A7,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
0,ENSG00000214940,NPIPA8,nuclear pore complex interacting protein family member A8,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q92617,ENSG00000169246,NPIPB3,nuclear pore complex interacting protein family member B3,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
A8MRT5,ENSG00000243716|ENSG00000284218,NPIPB5,nuclear pore complex interacting protein family member B5,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
E9PJ23,ENSG00000198156,NPIPB6,nuclear pore complex interacting protein family member B6,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
F8W1W9,ENSG00000196993,NPIPB9,nuclear pore complex interacting protein family member B9,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9BXD5,ENSG00000135838,NPL,N-acetylneuraminate pyruvate lyase,NonMito,,,Vesicles (Approved),Other,,,,,,
Q8TAT6,ENSG00000182446,NPLOC4,"NPL4 homolog, ubiquitin recognition factor",NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
P06748,ENSG00000181163,NPM1,nucleophosmin 1,NonMito,,,Nucleoli (Enhanced),Other,,,,,,
Q86SE8,ENSG00000158806,NPM2,nucleophosmin/nucleoplasmin 2,NonMito,,,Nucleoli;Nucleoplasm (Approved),Other,,,,,,
O75607,ENSG00000107833,NPM3,nucleophosmin/nucleoplasmin 3,NonMito,,,Actin filaments;Cytosol;Nucleoli (Approved),Other,,,,,,
Q6UXI9,ENSG00000168743,NPNT,nephronectin,NonMito,,,Cell Junctions;Cytosol;Nucleoplasm (Approved),Other,,,,,,
P01160,ENSG00000175206,NPPA,natriuretic peptide A,NonMito,,,,Other,,,,,,
P16860,ENSG00000120937,NPPB,natriuretic peptide B,NonMito,,,,Other,,,,,,
P23582,ENSG00000163273,NPPC,natriuretic peptide C,NonMito,,,,Other,,,,,,
P16066,ENSG00000169418,NPR1,natriuretic peptide receptor 1,NonMito,,,Nucleoli (Approved),Other,,,,,,
P20594,ENSG00000159899,NPR2,natriuretic peptide receptor 2,NonMito,,,,Other,,,,,,
P17342,ENSG00000113389,NPR3,natriuretic peptide receptor 3,NonMito,,,Cytosol (Approved),Other,,,,,,
Q8WTW4,ENSG00000114388,NPRL2,"NPR2 like, GATOR1 complex subunit",NonMito,,,Cytosol (Supported),Other,,,,,,
Q12980,ENSG00000103148,NPRL3,"NPR3 like, GATOR1 complex subunit",NonMito,,,Cytosol (Approved),Other,,,,,,
P0C0P6,ENSG00000214285,NPS,neuropeptide S,NonMito,,,,Other,,,,,,
Q6W5P4,ENSG00000187258,NPSR1,neuropeptide S receptor 1,NonMito,,,,Other,,,,,,
Q9Y639,ENSG00000156642,NPTN,neuroplastin,NonMito,,,Mitochondria (Approved),Other,,,,,,
Q15818,ENSG00000171246,NPTX1,neuronal pentraxin 1,NonMito,,,,Other,,,,,,
P47972,ENSG00000106236,NPTX2,neuronal pentraxin 2,NonMito,,,Actin filaments;Golgi apparatus (Approved),Other,,,,,,
O95502,ENSG00000221890,NPTXR,neuronal pentraxin receptor,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
Q9HCQ7,ENSG00000105954,NPVF,neuropeptide VF precursor,NonMito,,,,Other,,,,,,
Q8N729,ENSG00000183971,NPW,neuropeptide W,NonMito,,,,Other,,,,,,
P01303,ENSG00000122585,NPY,neuropeptide Y,NonMito,,,Golgi apparatus (Enhanced),Other,,,,,,
P25929,ENSG00000164128,NPY1R,neuropeptide Y receptor Y1,NonMito,,,Cytosol;Mitochondria (Approved),Other,,,,,,
P49146,ENSG00000185149,NPY2R,neuropeptide Y receptor Y2,NonMito,,,,Other,,,,,,
0,ENSG00000204174,NPY4R,neuropeptide Y receptor Y4,NonMito,,,,Other,,,,,,
0,ENSG00000264717|ENSG00000288157,NPY4R2,neuropeptide Y receptor Y4-2,NonMito,,,,Other,,,,,,
Q15761,ENSG00000164129,NPY5R,neuropeptide Y receptor Y5,NonMito,,,,Other,,,,,,
P15559,ENSG00000181019,NQO1,NAD(P)H quinone dehydrogenase 1,NonMito,,,Cytosol (Enhanced),Other,,,,,,
P16083,ENSG00000124588,NQO2,N-ribosyldihydronicotinamide:quinone reductase 2,NonMito,,,Cytosol (Supported),Other,,,,,,
P51843,ENSG00000169297,NR0B1,nuclear receptor subfamily 0 group B member 1,NonMito,,,Nuclear speckles (Supported),Other,,,,,,
Q15466,ENSG00000131910,NR0B2,nuclear receptor subfamily 0 group B member 2,NonMito,,,,Other,,,,,,
P20393,ENSG00000126368,NR1D1,nuclear receptor subfamily 1 group D member 1,NonMito,,,Nuclear bodies (Supported),Other,,,,,,
Q14995,ENSG00000174738,NR1D2,nuclear receptor subfamily 1 group D member 2,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P55055,ENSG00000131408,NR1H2,nuclear receptor subfamily 1 group H member 2,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q13133,ENSG00000025434,NR1H3,nuclear receptor subfamily 1 group H member 3,NonMito,,,,Other,,,,,,
Q96RI1,ENSG00000012504,NR1H4,nuclear receptor subfamily 1 group H member 4,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
O75469,ENSG00000144852,NR1I2,nuclear receptor subfamily 1 group I member 2,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q14994,ENSG00000143257,NR1I3,nuclear receptor subfamily 1 group I member 3,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P13056,ENSG00000120798,NR2C1,nuclear receptor subfamily 2 group C member 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P49116,ENSG00000177463,NR2C2,nuclear receptor subfamily 2 group C member 2,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q86WQ0,ENSG00000184162,NR2C2AP,nuclear receptor 2C2 associated protein,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9Y466,ENSG00000112333,NR2E1,nuclear receptor subfamily 2 group E member 1,NonMito,,,Nuclear bodies (Approved),Other,,,,,,
Q9Y5X4,ENSG00000278570,NR2E3,nuclear receptor subfamily 2 group E member 3,NonMito,,,,Other,,,,,,
P10589,ENSG00000175745,NR2F1,nuclear receptor subfamily 2 group F member 1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P24468,ENSG00000185551,NR2F2,nuclear receptor subfamily 2 group F member 2,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P10588,ENSG00000160113,NR2F6,nuclear receptor subfamily 2 group F member 6,NonMito,,,,Other,,,,,,
P04150,ENSG00000113580,NR3C1,nuclear receptor subfamily 3 group C member 1,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
P08235,ENSG00000151623,NR3C2,nuclear receptor subfamily 3 group C member 2,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P22736,ENSG00000123358,NR4A1,nuclear receptor subfamily 4 group A member 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P43354,ENSG00000153234,NR4A2,nuclear receptor subfamily 4 group A member 2,NonMito,,,Nuclear speckles (Supported),Other,,,,,,
Q92570,ENSG00000119508,NR4A3,nuclear receptor subfamily 4 group A member 3,NonMito,,,,Other,,,,,,
Q13285,ENSG00000136931,NR5A1,nuclear receptor subfamily 5 group A member 1,NonMito,,,,Other,,,,,,
O00482,ENSG00000116833,NR5A2,nuclear receptor subfamily 5 group A member 2,NonMito,,,Nuclear speckles (Uncertain),Other,,,,,,
Q15406,ENSG00000148200,NR6A1,nuclear receptor subfamily 6 group A member 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q86VF7,ENSG00000197893,NRAP,nebulin related anchoring protein,NonMito,,,,Other,,,,,,
Q7Z6K4,ENSG00000198435,NRARP,NOTCH regulated ankyrin repeat protein,NonMito,,,Cytosol (Approved),Other,,,,,,
P01111,ENSG00000213281,NRAS,"NRAS proto-oncogene, GTPase",NonMito,,,,Other,,,,,,
Q96F24,ENSG00000148572,NRBF2,nuclear receptor binding factor 2,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9UHY1,ENSG00000115216,NRBP1,nuclear receptor binding protein 1,NonMito,,,Cytosol (Supported),Other,,,,,,
Q9NSY0,ENSG00000185189,NRBP2,nuclear receptor binding protein 2,NonMito,,,Cytosol (Approved),Other,,,,,,
Q92823,ENSG00000091129,NRCAM,neuronal cell adhesion molecule,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
O43847,ENSG00000078618,NRDC,nardilysin convertase,Mito,Matrix,"Protein import, sorting and homeostasis;Protein homeostasis;Chaperones;Protein import, sorting and homeostasis;Protein import and sorting",Nucleoplasm (Approved),Other,,,,,,
Q9H7Z3,ENSG00000119720,NRDE2,"NRDE-2, necessary for RNA interference, domain containing",NonMito,,,Mitochondria;Nucleoplasm (Supported),Other,,,,,,
Q16612,ENSG00000134986,NREP,neuronal regeneration related protein,NonMito,,,Vesicles (Approved),Other,,,,,,
Q16656,ENSG00000106459,NRF1,nuclear respiratory factor 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q02297,ENSG00000157168,NRG1,neuregulin 1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
O14511,ENSG00000158458,NRG2,neuregulin 2,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P56975,ENSG00000185737,NRG3,neuregulin 3,NonMito,,,Vesicles (Uncertain),Other,,,,,,
Q8WWG1,ENSG00000169752,NRG4,neuregulin 4,NonMito,,,,Other,,,,,,
Q92686,ENSG00000154146,NRGN,neurogranin,NonMito,,,,Other,,,,,,
P48552,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1,NonMito,,,Nucleoli;Nucleoplasm (Supported),Other,,,,,,
Q9BQI9,ENSG00000053702,NRIP2,nuclear receptor interacting protein 2,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q9NQ35,ENSG00000175352,NRIP3,nuclear receptor interacting protein 3,NonMito,,,Cytosol (Approved),Other,,,,,,
Q7Z2Y5,ENSG00000123572,NRK,Nik related kinase,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
P54845,ENSG00000129535|ENSG00000285493,NRL,neural retina leucine zipper,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q8IXM6,ENSG00000137404|ENSG00000206484|ENSG00000228854|ENSG00000228867|ENSG00000234809|ENSG00000235773|ENSG00000236843,NRM,nurim,NonMito,,,Nuclear membrane (Enhanced),Other,,,,,,
Q9NPD7,ENSG00000124785,NRN1,neuritin 1,NonMito,,,,Other,,,,,,
Q496H8,ENSG00000188038,NRN1L,neuritin 1 like,NonMito,,,,Other,,,,,,
O14786,ENSG00000099250,NRP1,neuropilin 1,NonMito,,,,Other,,,,,,
O60462,ENSG00000118257,NRP2,neuropilin 2,NonMito,,,Plasma membrane;Vesicles (Supported),Other,,,,,,
Q86YC3,ENSG00000174004,NRROS,negative regulator of reactive oxygen species,NonMito,,,,Other,,,,,,
Q8IZ57,ENSG00000152954,NRSN1,neurensin 1,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
Q9GZP1,ENSG00000125841,NRSN2,neurensin 2,NonMito,,,Vesicles (Approved),Other,,,,,,
Q99748,ENSG00000171119,NRTN,neurturin,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q9ULB1,ENSG00000179915,NRXN1,neurexin 1,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q9P2S2,ENSG00000110076,NRXN2,neurexin 2,NonMito,,,,Other,,,,,,
Q9Y4C0,ENSG00000021645,NRXN3,neurexin 3,NonMito,,,,Other,,,,,,
O95478,ENSG00000164346,NSA2,NSA2 ribosome biogenesis factor,NonMito,,,Nucleoli;Nucleoplasm (Supported),Other,,,,,,
Q96L73,ENSG00000165671,NSD1,nuclear receptor binding SET domain protein 1,NonMito,,,Nucleoplasm;Plasma membrane (Supported),Other,,,,,,
O96028,ENSG00000109685,NSD2,nuclear receptor binding SET domain protein 2,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9BZ95,ENSG00000147548,NSD3,nuclear receptor binding SET domain protein 3,NonMito,,,Mitochondria (Approved),Other,,,,,,
Q15738,ENSG00000147383,NSDHL,NAD(P) dependent steroid dehydrogenase-like,NonMito,,,Endoplasmic reticulum (Enhanced),Other,,,,,,
P46459,ENSG00000073969|ENSG00000276262|ENSG00000278174,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",NonMito,,,Cytosol (Enhanced),Other,,,,,,
Q9UNZ2,ENSG00000088833,NSFL1C,NSFL1 cofactor,NonMito,,,Cytosol;Nucleoplasm (Enhanced),Other,,,,,,
P42857,ENSG00000168824,NSG1,neuronal vesicle trafficking associated 1,NonMito,,,,Other,,,,,,
Q9Y328,ENSG00000170091,NSG2,neuronal vesicle trafficking associated 2,NonMito,,,Golgi apparatus (Enhanced),Other,,,,,,
Q96IY1,ENSG00000117697,NSL1,NSL1 component of MIS12 kinetochore complex,NonMito,,,Nuclear speckles (Supported),Other,,,,,,
Q92636,ENSG00000035681,NSMAF,neutral sphingomyelinase activation associated factor,NonMito,,,Nucleoli (Approved),Other,,,,,,
Q8WV22,ENSG00000169189,NSMCE1,"NSE1 homolog, SMC5-SMC6 complex component",NonMito,,,Nucleoplasm;Vesicles (Supported),Other,,,,,,
Q96MF7,ENSG00000156831,NSMCE2,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q96MG7,ENSG00000185115|ENSG00000282130,NSMCE3,"NSE3 homolog, SMC5-SMC6 complex component",NonMito,,,,Other,,,,,,
Q9NXX6,ENSG00000107672,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component",NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q6X4W1,ENSG00000165802,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9H0G5,ENSG00000126653,NSRP1,nuclear speckle splicing regulatory protein 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q08J23,ENSG00000037474,NSUN2,NOP2/Sun RNA methyltransferase 2,Mito,Matrix,Mitochondrial central dogma;mtRNA metabolism;mt-tRNA modifications,Nucleoplasm (Approved),Other,,,,,,
Q9H649,ENSG00000178694,NSUN3,NOP2/Sun RNA methyltransferase 3,Mito,Matrix,Mitochondrial central dogma;mtRNA metabolism;mt-tRNA modifications,Nuclear membrane;Nucleoplasm (Approved),Other,,,,,,
Q96CB9,ENSG00000117481,NSUN4,NOP2/Sun RNA methyltransferase 4,Mito,Matrix,Mitochondrial central dogma;mtRNA metabolism;mt-rRNA modifications;Mitochondrial central dogma;Translation;Mitochondrial ribosome assembly,,Other,,,,,,
Q96P11,ENSG00000130305,NSUN5,NOP2/Sun RNA methyltransferase 5,NonMito,,,Nucleoli;Nucleoplasm (Enhanced),Other,,,,,,
Q8TEA1,ENSG00000241058,NSUN6,NOP2/Sun RNA methyltransferase 6,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
0,ENSG00000179299,NSUN7,NOP2/Sun RNA methyltransferase family member 7,NonMito,,,Vesicles (Supported),Other,,,,,,
Q8TCD5,ENSG00000125458,NT5C,"5', 3'-nucleotidase, cytosolic",NonMito,,,Cytosol (Supported),Other,,,,,,
Q9BXI3,ENSG00000116981,NT5C1A,"5'-nucleotidase, cytosolic IA",NonMito,,,,Other,,,,,,
B4DZ86,ENSG00000185013,NT5C1B,"5'-nucleotidase, cytosolic IB",NonMito,,,,Other,,,,,,
0,ENSG00000250741,NT5C1B-RDH14,NT5C1B-RDH14 readthrough,NonMito,,,,Other,,,,,,
P49902,ENSG00000076685,NT5C2,"5'-nucleotidase, cytosolic II",NonMito,,,,Other,,,,,,
Q9H0P0,ENSG00000122643,NT5C3A,"5'-nucleotidase, cytosolic IIIA",NonMito,,,,Other,,,,,,
Q969T7,ENSG00000141698,NT5C3B,"5'-nucleotidase, cytosolic IIIB",NonMito,,,,Other,,,,,,
Q5TFE4,ENSG00000178425,NT5DC1,5'-nucleotidase domain containing 1,NonMito,,,,Other,,,,,,
Q9H857,ENSG00000168268,NT5DC2,5'-nucleotidase domain containing 2,Mito,Matrix,Metabolism;Nucleotide metabolism;Nucleotide synthesis and processing,,Other,,,,,,
Q86UY8,ENSG00000111696,NT5DC3,5'-nucleotidase domain containing 3,Mito,Matrix,0,Cytosol;Mitochondria (Approved),Other,,,,,,
P21589,ENSG00000135318,NT5E,5'-nucleotidase ecto,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q9NPB1,ENSG00000205309,NT5M,"5',3'-nucleotidase, mitochondrial",Mito,Matrix,Metabolism;Nucleotide metabolism;Nucleotide synthesis and processing,,Other,,,,,,
Q96AB6,ENSG00000157045|ENSG00000275779,NTAN1,N-terminal asparagine amidase,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q96HA8,ENSG00000156795,NTAQ1,N-terminal glutamine amidase 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P20783,ENSG00000185652,NTF3,neurotrophin 3,NonMito,,,Vesicles (Approved),Other,,,,,,
P34130,ENSG00000225950,NTF4,neurotrophin 4,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
P78549,ENSG00000065057,NTHL1,nth like DNA glycosylase 1,Mito,unknown,Metabolism;Metals and cofactors;Fe-S-containing proteins,,Other,,,,,,
Q9P121,ENSG00000182667,NTM,neurotrimin,NonMito,,,,Other,,,,,,
Q9BV86,ENSG00000148335,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
O95631,ENSG00000065320,NTN1,netrin 1,NonMito,,,,Other,,,,,,
O00634,ENSG00000162068,NTN3,netrin 3,NonMito,,,,Other,,,,,,
Q9HB63,ENSG00000074527,NTN4,netrin 4,NonMito,,,,Other,,,,,,
Q8WTR8,ENSG00000142233,NTN5,netrin 5,NonMito,,,,Other,,,,,,
Q9Y2I2,ENSG00000162631,NTNG1,netrin G1,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q96CW9,ENSG00000196358,NTNG2,netrin G2,NonMito,,,Plasma membrane (Approved),Other,,,,,,
Q9BSD7,ENSG00000135778,NTPCR,"nucleoside-triphosphatase, cancer-related",NonMito,,,Cytosol (Approved),Other,,,,,,
P04629,ENSG00000198400,NTRK1,neurotrophic receptor tyrosine kinase 1,NonMito,,,Cytosol;Vesicles (Approved),Other,,,,,,
Q16620,ENSG00000148053,NTRK2,neurotrophic receptor tyrosine kinase 2,NonMito,,,Cytosol (Approved),Other,,,,,,
Q16288,ENSG00000140538,NTRK3,neurotrophic receptor tyrosine kinase 3,NonMito,,,Nucleoli (Supported),Other,,,,,,
P30990,ENSG00000133636,NTS,neurotensin,NonMito,,,,Other,,,,,,
P30989,ENSG00000101188,NTSR1,neurotensin receptor 1,NonMito,,,Plasma membrane (Supported),Other,,,,,,
O95665,ENSG00000169006,NTSR2,neurotensin receptor 2,NonMito,,,,Other,,,,,,
O60285,ENSG00000074590,NUAK1,NUAK family kinase 1,NonMito,,,Nucleoli fibrillar center (Approved),Other,,,,,,
Q9H093,ENSG00000163545,NUAK2,NUAK family kinase 2,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q9Y5A7,ENSG00000013374,NUB1,negative regulator of ubiquitin like proteins 1,NonMito,,,Nucleoli;Nucleoplasm (Enhanced),Other,,,,,,
P53384,ENSG00000103274,NUBP1,nucleotide binding protein 1,NonMito,,,Cytosol (Supported),Other,,,,,,
Q9Y5Y2,ENSG00000095906,NUBP2,nucleotide binding protein 2,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q8TB37,ENSG00000151413,NUBPL,nucleotide binding protein like,Mito,Matrix,OXPHOS;Complex I;CI assembly factors;Metabolism;Metals and cofactors;Fe-S cluster biosynthesis;Metabolism;Metals and cofactors;Fe-S-containing proteins;OXPHOS;OXPHOS assembly factors,Mitochondria (Approved),Other,,,,,,
Q02818,ENSG00000104805,NUCB1,nucleobindin 1,NonMito,,,Golgi apparatus (Supported),Other,,,,,,
P80303,ENSG00000070081,NUCB2,nucleobindin 2,NonMito,,,Golgi apparatus (Enhanced),Other,,,,,,
Q9H1E3,ENSG00000069275,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9Y266,ENSG00000090273,NUDC,"nuclear distribution C, dynein complex regulator",NonMito,,,Cytosol (Enhanced),Other,,,,,,
Q96RS6,ENSG00000120526,NUDCD1,NudC domain containing 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q8WVJ2,ENSG00000170584,NUDCD2,NudC domain containing 2,NonMito,,,Microtubules (Approved),Other,,,,,,
Q8IVD9,ENSG00000015676,NUDCD3,NudC domain containing 3,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
P36639,ENSG00000106268,NUDT1,nudix hydrolase 1,NonMito,,,Cytosol (Supported),Other,,,,,,
Q8NFP7,ENSG00000122824,NUDT10,nudix hydrolase 10,NonMito,,,Cytosol (Approved),Other,,,,,,
Q96G61,ENSG00000196368,NUDT11,nudix hydrolase 11,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9BQG2,ENSG00000112874,NUDT12,nudix hydrolase 12,NonMito,,,,Other,,,,,,
Q86X67,ENSG00000166321,NUDT13,nudix hydrolase 13,Mito,Matrix,Metabolism;Metals and cofactors;NAD biosynthesis and metabolism,Nucleoplasm (Approved),Other,,,,,,
O95848,ENSG00000183828,NUDT14,nudix hydrolase 14,NonMito,,,Microtubules (Approved),Other,,,,,,
Q9NV35,ENSG00000136159,NUDT15,nudix hydrolase 15,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q96DE0,ENSG00000198585,NUDT16,nudix hydrolase 16,NonMito,,,Nucleoli;Nucleoplasm (Supported),Other,,,,,,
Q9BRJ7,ENSG00000168101,NUDT16L1,nudix hydrolase 16 like 1,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
P0C025,ENSG00000186364,NUDT17,nudix hydrolase 17,NonMito,,,Centrosome;Cytosol (Approved),Other,,,,,,
Q6ZVK8,ENSG00000275074,NUDT18,nudix hydrolase 18,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
A8MXV4,ENSG00000213965,NUDT19,nudix hydrolase 19,Mito,Matrix,Metabolism;Metals and cofactors;Coenzyme A metabolism,Cytosol;Nucleoli;Nucleoplasm (Uncertain),Other,,,,,,
P50583,ENSG00000164978,NUDT2,nudix hydrolase 2,Mito,Matrix,Metabolism;Nucleotide metabolism;Nucleotide synthesis and processing,Nucleoplasm (Enhanced),Other,,,,,,
O43809,ENSG00000167005,NUDT21,nudix hydrolase 21,NonMito,,,Nuclear bodies (Supported),Other,,,,,,
Q9BRQ3,ENSG00000149761,NUDT22,nudix hydrolase 22,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
O95989,ENSG00000272325,NUDT3,nudix hydrolase 3,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9NZJ9,ENSG00000173598,NUDT4,nudix hydrolase 4,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9UKK9,ENSG00000165609,NUDT5,nudix hydrolase 5,Mito,unknown,Metabolism;Nucleotide metabolism;Nucleotide synthesis and processing,Vesicles (Approved),Other,,,,,,
P53370,ENSG00000170917,NUDT6,nudix hydrolase 6,Mito,Matrix,0,,Other,,,,,,
P0C024,ENSG00000140876,NUDT7,nudix hydrolase 7,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q8WV74,ENSG00000167799,NUDT8,nudix hydrolase 8,Mito,Matrix,Metabolism;Metals and cofactors;Coenzyme A metabolism,Nucleoli (Approved),Other,,,,,,
Q9BW91,ENSG00000170502,NUDT9,nudix hydrolase 9,Mito,Matrix,Metabolism;Nucleotide metabolism;Nucleotide synthesis and processing,Mitochondria;Nuclear bodies (Approved),Other,,,,,,
Q9BZD4,ENSG00000143228,NUF2,NUF2 component of NDC80 kinetochore complex,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q9UHK0,ENSG00000083635,NUFIP1,nuclear FMR1 interacting protein 1,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q7Z417,ENSG00000108256,NUFIP2,nuclear FMR1 interacting protein 2,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q68CJ6,ENSG00000189233,NUGGC,"nuclear GTPase, germinal center associated",NonMito,,,,Other,,,,,,
Q14980,ENSG00000137497,NUMA1,nuclear mitotic apparatus protein 1,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
P49757,ENSG00000133961,NUMB,NUMB endocytic adaptor protein,NonMito,,,Cell Junctions (Enhanced),Other,,,,,,
Q9Y6R0,ENSG00000105245,NUMBL,NUMB like endocytic adaptor protein,NonMito,,,,Other,,,,,,
P57740,ENSG00000111581,NUP107,nucleoporin 107,NonMito,,,Nucleoplasm (Uncertain),Other,,,,,,
Q8WUM0,ENSG00000069248,NUP133,nucleoporin 133,NonMito,,,Nuclear membrane (Supported),Other,,,,,,
P49790,ENSG00000124789,NUP153,nucleoporin 153,NonMito,,,Nuclear membrane (Enhanced),Other,,,,,,
O75694,ENSG00000113569,NUP155,nucleoporin 155,NonMito,,,Nuclear membrane (Enhanced),Other,,,,,,
Q12769,ENSG00000030066,NUP160,nucleoporin 160,NonMito,,,,Other,,,,,,
Q5SRE5,ENSG00000095319,NUP188,nucleoporin 188,NonMito,,,Nucleoplasm (Uncertain),Other,,,,,,
Q92621,ENSG00000155561,NUP205,nucleoporin 205,NonMito,,,,Other,,,,,,
Q8TEM1,ENSG00000132182,NUP210,nucleoporin 210,NonMito,,,,Other,,,,,,
Q5VU65,ENSG00000143552,NUP210L,nucleoporin 210 like,NonMito,,,Nuclear bodies (Approved),Other,,,,,,
P35658,ENSG00000126883,NUP214,nucleoporin 214,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q8NFH5,ENSG00000163002,NUP35,nucleoporin 35,NonMito,,,Nuclear membrane;Nucleoplasm (Supported),Other,,,,,,
Q8NFH4,ENSG00000075188,NUP37,nucleoporin 37,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
O15504,ENSG00000136243,NUP42,nucleoporin 42,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q8NFH3,ENSG00000120253,NUP43,nucleoporin 43,NonMito,,,,Other,,,,,,
Q9UKX7,ENSG00000093000,NUP50,nucleoporin 50,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q7Z3B4,ENSG00000138750,NUP54,nucleoporin 54,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9BVL2,ENSG00000139496,NUP58,nucleoporin 58,NonMito,,,,Other,,,,,,
